---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
22.3%  988M  600M    0 | 359  44.1     0    43M|   2  1.10     0     0     0 |   0     0 |   0     0     0    39M  158   844     0     0 
35.7%  988M  591M    0 | 500  37.8     0    60M|   3  3.25     2  4.35     0 |   0     0 |   0     0     0    69M  279   714     0     0 
33.2%  989M  600M    0 | 444  28.3     0    53M|   6  2.82     4  3.72     0 |   0     0 |   0     0     0    45M  182   621     0     0 
37.4%  989M  600M    0 | 464  41.1     0    56M|   4  3.15     3  3.75     0 |   0     0 |   0     0     0    56M  228   675     0     0 
34.5%  990M  600M    0 | 510  31.2     0    62M|   9  2.71     7  3.16     0 |   0     0 |   0     0     0    61M  247   716     0     0 
31.9%  990M  600M    0 | 414  37.5     0    50M|   2  1.06     2  3.00     0 |   0     0 |   0     0     0    50M  203   627     0     0 
56.2%  990M  566M    0 | 555  29.6     0    67M|   3  2.42     1  3.86     0 |   0     0 |   0     0     0   102M  408   467     0     0 
43.0%  990M  600M    0 | 642  20.5     0    78M|   3  1.97     1  3.75     0 |   0     0 |   0     0     0    43M  175   300     0     0 
65.8%  990M  584M    0 | 549  33.9     0    67M|  10  3.79     9  4.04     0 |   0     0 |   0     0     0    82M  332   736     0     0 
35.4%  990M  600M    0 | 499  26.5     0    60M|  12  2.71    10  3.03     0 |   0     0 |   0     0     0    44M  180   649     0     0 
28.5%  990M  600M    0 | 365  36.8     0    43M|   8  2.50     6  2.95     0 |   0     0 |   0     0     0    43M  176   659     0     0 
44.8%  990M  596M    0 | 633  33.4     0    77M|   5  2.97     4  3.43     0 |   0     0 |   0     0     0    82M  329   638     0     0 
26.3%  990M  600M    0 | 418  33.5     0    50M|   2  1.17     0     0     0 |   0     0 |   0     0     0    46M  184   661     0     0 
26.1%  990M  600M    0 | 376  36.1     0    45M|   4  2.88     3  3.36     0 |   0     0 |   0     0     0    45M  183   642     0     0 
61.4%  990M  600M    0 | 910  17.5     0   112M|  10  3.13     8  3.61     0 |   0     0 |   0     0     0   111M  449   376     0     0 
21.1%  990M  600M    0 | 340  53.9     0    40M|   6  2.55     4  3.30     0 |   0     0 |   0     0     0    41M  165   794     0     0 
35.1%  990M  600M    0 | 615  27.2     0    75M|   3  2.29     3  2.91     0 |   0     0 |   0     0     0    76M  305   664     0     0 
27.6%  990M  578M    0 | 375  38.7     0    45M|   3  2.06     1  3.87     0 |   0     0 |   0     0     0    66M  267   584     0     0 
37.3%  990M  573M    0 | 580  31.4     0    69M|   8  3.11     7  3.42     0 |   0     0 |   0     0     0    74M  297   573     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
32.7%  990M  600M    0 | 557  26.0     0    69M|   5  2.79     3  3.66     0 |   0     0 |   0     0     0    43M  174   652     0     0 
21.0%  990M  600M    0 | 346  33.6     0    41M|   5  2.67     3  3.73     0 |   0     0 |   0     0     0    41M  165   698     0     0 
51.0%  990M  582M    0 | 831  26.0     0   102M|   4  2.97     3  3.45     0 |   0     0 |   0     0     0   120M  483   423     0     0 
31.5%  990M  600M    0 | 496  24.7     0    60M|   5  2.36     3  3.27     0 |   0     0 |   0     0     0    41M  167   335     0     0 
37.7%  990M  592M    0 | 590  33.0     0    72M|   2  2.49     1  3.84     0 |   0     0 |   0     0     0    80M  323   753     0     0 
27.5%  990M  600M    0 | 415  36.5     0    50M|   8  2.97     6  3.60     0 |   0     0 |   0     0     0    41M  168   644     0     0 
51.0%  991M  600M    0 | 715  22.3     0    87M|  13  3.39    11  3.81     0 |   0     0 |   0     0     0    87M  351   384     0     0 
35.5%  991M  566M    0 | 521  32.0     0    62M|   9  3.23     7  3.64     0 |   0     0 |   0     0     0    96M  388   559     0     0 
30.9%  991M  577M    0 | 606  26.3     0    73M|   6  2.64     4  3.41     0 |   0     0 |   0     0     0    61M  250   628     0     0 
36.1%  991M  576M    0 | 589  26.9     0    74M|   5  3.04     6  3.39     0 |   0     0 |   0     0     0    76M  304   497     0     0 
27.3%  991M  600M    0 | 560  24.8     0    68M|   6  2.52     4  3.28     0 |   0     0 |   0     0     0    44M  177   608     0     0 
37.4%  991M  595M    0 | 595  30.0     0    72M|   3  2.18     1  4.18     0 |   0     0 |   0     0     0    77M  309   588     0     0 
21.8%  992M  600M    0 | 364  36.0     0    43M|   6  2.92     5  3.27     0 |   0     0 |   0     0     0    38M  158   666     0     0 
30.3%  992M  588M    0 | 509  35.7     0    61M|   4  2.11     2  3.16     0 |   0     0 |   0     0     0    73M  292   644     0     0 
28.7%  992M  584M    0 | 449  36.7     0    54M|   2  2.49     1  4.03     0 |   0     0 |   0     0     0    59M  237   608     0     0 
33.8%  992M  600M    0 | 622  25.5     0    76M|   3  2.17     1  4.13     0 |   0     0 |   0     0     0    60M  242   588     0     0 
23.7%  992M  600M    0 | 329  36.1     0    39M|   7  2.78     5  3.35     0 |   0     0 |   0     0     0    39M  158   681     0     0 
39.0%  992M  585M    0 | 560  35.8     0    68M|   3  2.71     2  3.52     0 |   0     0 |   0     0     0    83M  334   634     0     0 
24.3%  992M  600M    0 | 485  30.0     0    58M|   8  2.30     5  2.99     0 |   0     0 |   0     0     0    44M  177   591     0     0 
28.4%  992M  600M    0 | 469  34.9     0    57M|   2  2.18     1  3.15     0 |   0     0 |   0     0     0    57M  230   667     0     0 
27.0%  992M  600M    0 | 471  30.8     0    57M|   3  1.89     1  3.56     0 |   0     0 |   0     0     0    57M  229   673     0     0 
37.6%  992M  597M    0 | 561  32.5     0    68M|   5  2.65     3  3.79     0 |   0     0 |   0     0     0    70M  283   632     0     0 
25.1%  992M  597M    0 | 365  32.4     0    44M|   6  3.00     7  3.22     0 |   0     0 |   0     0     0    44M  180   617     0     0 
36.4%  992M  592M    0 | 541  34.4     0    65M|  12  2.86    10  3.27     0 |   0     0 |   0     0     0    71M  287   642     0     0 
23.5%  992M  599M    0 | 430  40.4     0    52M|   4  2.79     3  3.40     0 |   0     0 |   0     0     0    44M  181   647     0     0 
33.4%  992M  600M    0 | 558  26.7     0    68M|   4  2.43     2  3.77     0 |   0     0 |   0     0     0    67M  269   638     0     0 
31.3%  992M  589M    0 | 463  36.6     0    56M|   7  2.81     5  3.55     0 |   0     0 |   0     0     0    66M  268   637     0     0 
27.2%  993M  597M    0 | 460  27.8     0    55M|   4  3.07     3  3.73     0 |   0     0 |   0     0     0    48M  195   630     0     0 
28.3%  993M  600M    0 | 429  40.5     0    51M|   5  2.59     2  4.08     0 |   0     0 |   0     0     0    48M  194   647     0     0 
40.5%  993M  600M    0 | 696  24.4     0    85M|   7  3.08     6  3.38     0 |   0     0 |   0     0     0    85M  345   546     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
25.1%  993M  590M    0 | 402  38.4     0    48M|   3  2.02     1  3.59     0 |   0     0 |   0     0     0    59M  237   610     0     0 
27.2%  993M  600M    0 | 540  28.4     0    65M|   3  1.68     1  3.00     0 |   0     0 |   0     0     0    56M  224   629     0     0 
34.4%  993M  585M    0 | 462  38.1     0    56M|   7  2.94     6  3.23     0 |   0     0 |   0     0     0    71M  286   640     0     0 
26.8%  993M  600M    0 | 463  27.6     0    56M|   5  2.53     5  3.61     0 |   0     0 |   0     0     0    40M  164   615     0     0 
38.5%  993M  594M    0 | 559  31.7     0    68M|   7  3.18     6  3.51     0 |   0     0 |   0     0     0    74M  300   622     0     0 
25.0%  993M  596M    0 | 408  41.9     0    49M|   2  1.01     0     0     0 |   0     0 |   0     0     0    47M  188   643     0     0 
32.6%  993M  600M    0 | 566  27.6     0    68M|   3  1.73     1  3.21     0 |   0     0 |   0     0     0    65M  262   638     0     0 
28.2%  993M  581M    0 | 405  40.1     0    49M|   7  2.94     6  3.26     0 |   0     0 |   0     0     0    69M  277   625     0     0 
34.0%  993M  600M    0 | 549  27.9     0    66M|   7  2.89     4  4.08     0 |   0     0 |   0     0     0    47M  188   599     0     0 
37.0%  993M  587M    0 | 518  32.0     0    62M|  11  2.95    10  3.13     0 |   0     0 |   0     0     0    75M  305   623     0     0 
25.2%  993M  600M    0 | 456  31.6     0    56M|   3  1.99     1  3.43     0 |   0     0 |   0     0     0    42M  169   620     0     0 
32.7%  993M  600M    0 | 580  29.9     0    70M|   8  2.59     6  3.11     0 |   0     0 |   0     0     0    71M  287   629     0     0 
26.3%  993M  597M    0 | 409  38.9     0    49M|   4  2.91     3  3.60     0 |   0     0 |   0     0     0    51M  209   608     0     0 
32.2%  993M  597M    0 | 520  29.1     0    63M|   4  2.15     2  3.15     0 |   0     0 |   0     0     0    63M  254   646     0     0 
31.3%  993M  600M    0 | 521  31.7     0    63M|   6  3.26     5  3.66     0 |   0     0 |   0     0     0    60M  242   617     0     0 
29.1%  993M  600M    0 | 426  36.9     0    51M|   6  2.94     6  3.60     0 |   0     0 |   0     0     0    51M  208   668     0     0 
27.2%  993M  600M    0 | 496  32.3     0    60M|   7  2.48     5  3.13     0 |   0     0 |   0     0     0    60M  242   650     0     0 
25.1%  993M  600M    0 | 428  32.9     0    51M|   2  2.23     1  3.33     0 |   0     0 |   0     0     0    52M  208   638     0     0 
29.8%  993M  589M    0 | 497  33.7     0    60M|   4  1.77     1  3.19     0 |   0     0 |   0     0     0    71M  287   628     0     0 
30.4%  993M  595M    0 | 434  36.4     0    52M|   6  3.32     5  3.74     0 |   0     0 |   0     0     0    45M  182   688     0     0 
35.5%  994M  596M    0 | 549  31.6     0    66M|   6  2.75     4  3.48     0 |   0     0 |   0     0     0    66M  268   645     0     0 
30.0%  994M  599M    0 | 455  35.2     0    55M|   7  2.60     5  3.31     0 |   0     0 |   0     0     0    51M  209   626     0     0 
25.9%  994M  600M    0 | 496  29.9     0    60M|   2  1.89     1  2.77     0 |   0     0 |   0     0     0    60M  241   662     0     0 
27.1%  994M  600M    0 | 423  39.9     0    52M|   3  2.06     1  4.38     0 |   0     0 |   0     0     0    52M  211   651     0     0 
32.1%  994M  597M    0 | 501  28.9     0    60M|   4  3.10     3  3.63     0 |   0     0 |   0     0     0    62M  252   647     0     0 
33.9%  994M  600M    0 | 526  31.9     0    64M|   8  2.79     6  3.39     0 |   0     0 |   0     0     0    60M  242   617     0     0 
29.5%  994M  600M    0 | 427  36.7     0    51M|   9  2.95     7  3.52     0 |   0     0 |   0     0     0    51M  208   658     0     0 
34.4%  994M  593M    0 | 532  31.6     0    64M|   9  2.96     8  3.18     0 |   0     0 |   0     0     0    71M  287   640     0     0 
22.0%  994M  600M    0 | 384  35.4     0    46M|   4  1.88     3  2.95     0 |   0     0 |   0     0     0    40M  163   651     0     0 
38.9%  994M  593M    0 | 665  27.4     0    81M|   7  2.71     6  3.00     0 |   0     0 |   0     0     0    87M  351   553     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
25.8%  994M  600M    0 | 454  28.1     0    55M|   2  1.33     0     0     0 |   0     0 |   0     0     0    48M  193   512     0     0 
30.6%  994M  573M    0 | 438  43.4     0    53M|  10  2.87     8  3.36     0 |   0     0 |   0     0     0    79M  320   663     0     0 
28.4%  994M  600M    0 | 582  26.2     0    71M|   3  2.98     2  3.80     0 |   0     0 |   0     0     0    44M  180   625     0     0 
21.1%  994M  600M    0 | 377  37.2     0    45M|   7  2.55     5  3.14     0 |   0     0 |   0     0     0    45M  183   595     0     0 
28.4%  994M  563M    0 | 393  40.5     0    47M|   2  2.45     1  3.69     0 |   0     0 |   0     0     0    84M  338   700     0     0 
29.1%  994M  600M    0 | 646  27.0     0    79M|   2  1.12     0     0     0 |   0     0 |   0     0     0    42M  168   648     0     0 
29.1%  994M  586M    0 | 356  47.8     0    42M|   9  2.70     7  3.23     0 |   0     0 |   0     0     0    55M  225   679     0     0 
45.9%  994M  578M    0 | 694  22.9     0    85M|   6  3.27     5  3.66     0 |   0     0 |   0     0     0    92M  373   453     0     0 
34.8%  995M  600M    0 | 535  21.8     0    65M|   6  2.44     3  3.52     0 |   0     0 |   0     0     0    43M  172   277     0     0 
31.5%  995M  566M    0 | 440  44.7     0    53M|   2  2.23     1  3.30     0 |   0     0 |   0     0     0    88M  355   763     0     0 
30.1%  995M  597M    0 | 654  23.4     0    80M|   3  1.83     3  3.11     0 |   0     0 |   0     0     0    49M  196   576     0     0 
57.0%  995M  596M    0 | 905  18.7     0   111M|  12  2.87    10  3.24     0 |   0     0 |   0     0     0   111M  447   369     0     0 
48.6%  995M  600M    0 | 627  24.9     0    76M|   8  3.18     7  3.47     0 |   0     0 |   0     0     0    72M  293   332     0     0 
23.9%  995M  592M    0 | 336  29.6     0    40M|   8  3.06     6  3.69     0 |   0     0 |   0     0     0    48M  194   800     0     0 
38.9%  995M  600M    0 | 662  32.4     0    81M|   5  2.97     4  3.42     0 |   0     0 |   0     0     0    74M  297   607     0     0 
25.5%  996M  599M    0 | 358  46.3     0    43M|   5  2.84     3  3.90     0 |   0     0 |   0     0     0    43M  174   663     0     0 
37.7%  997M  589M    0 | 509  31.3     0    61M|   3  2.09     1  3.74     0 |   0     0 |   0     0     0    72M  290   694     0     0 
36.4%  997M  594M    0 | 449  34.9     0    54M|   7  3.35     5  3.96     0 |   0     0 |   0     0     0    48M  194   633     0     0 
57.0%  997M  570M    0 | 625  25.7     0    76M|   7  3.20     5  4.01     0 |   0     0 |   0     0     0   100M  405   500     0     0 
37.3%  998M  592M    0 | 585  27.2     0    71M|   6  3.24     5  3.60     0 |   0     0 |   0     0     0    49M  197   608     0     0 
37.3%  998M  600M    0 | 417  30.9     0    50M|   2  1.14     0     0     0 |   0     0 |   0     0     0    43M  174   660     0     0 
50.4%  998M  578M    0 | 490  39.0     0    59M|   2  1.13     0     0     0 |   0     0 |   0     0     0    81M  325   618     0     0 
72.5%  998M  578M    0 | 746  21.2     0    90M|   7  3.63     8  3.89     0 |   0     0 |   0     0     0    90M  365   383     0     0 
66.1%  998M  600M    0 | 830  15.5     0   103M|   2  1.11     0     0     0 |   0     0 |   0     0     0    81M  326   307     0     0 
36.6%  999M  600M    0 | 379  43.4     0    45M|   9  3.20     8  3.43     0 |   0     0 |   0     0     0    45M  183   829     0     0 
42.2%  999M  562M    0 | 419  33.3     0    50M|   4  2.53     2  3.87     0 |   0     0 |   0     0     0    88M  356   624     0     0 
36.3%  999M  598M    0 | 687  29.4     0    84M|   4  2.56     2  4.04     0 |   0     0 |   0     0     0    46M  188   534     0     0 
23.8%  999M  597M    0 | 343  35.4     0    41M|   4  2.45     2  3.33     0 |   0     0 |   0     0     0    43M  174   663     0     0 
40.3%  999M  600M    0 | 616  30.5     0    75M|   7  2.96     5  3.68     0 |   0     0 |   0     0     0    71M  288   687     0     0 
35.1% 1000M  559M    0 | 392  43.1     0    45M|  10  3.14     9  3.39     0 |   0     0 |   0     0     0    86M  352   528     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
71.5% 1001M  597M    0 |1199  12.2     0   150M|   5  2.52     3  3.44     0 |   0     0 |   0     0     0   111M  447   220     0     0 
27.7% 1001M  562M    0 | 274  45.6     0    32M|   5  2.26     3  3.25     0 |   0     0 |   0     0     0    67M  269   738     0     0 
29.1% 1001M  600M    0 | 663  28.8     0    81M|   5  2.89     4  3.33     0 |   0     0 |   0     0     0    43M  175   608     0     0 
50.4% 1002M  575M    0 | 704  24.4     0    85M|   9  3.04     7  3.53     0 |   0     0 |   0     0     0   109M  439   400     0     0 
53.6% 1002M  600M    0 | 748  18.2     0    92M|   3  3.07     4  3.77     0 |   0     0 |   0     0     0    68M  274   306     0     0 
58.2% 1003M  572M    0 | 414  41.6     0    50M|   5  2.87     3  4.08     0 |   0     0 |   0     0     0    78M  316   746     0     0 
