---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
26.4%  983M  590M    0 | 474  33.8     0    57M|   8  2.55     8  2.96     0 |   0     0 |   0     0     0    55M  222   644     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
30.6%  983M  593M    0 | 486  33.6     0    59M|   4  2.47     2  3.44     0 |   0     0 |   0     0     0    55M  226   645     0     0 
31.1%  983M  600M    0 | 483  33.8     0    58M|   5  3.06     3  4.22     0 |   0     0 |   0     0     0    52M  206   710     0     0 
29.8%  983M  592M    0 | 415  35.1     0    50M|   6  3.28     5  3.77     0 |   0     0 |   0     0     0    58M  235   672     0     0 
31.3%  983M  587M    0 | 441  32.9     0    53M|   8  2.89     6  3.50     0 |   0     0 |   0     0     0    58M  233   650     0     0 
36.9%  983M  567M    0 | 594  32.2     0    72M|   6  2.65     4  3.52     0 |   0     0 |   0     0     0    92M  372   464     0     0 
29.1%  983M  590M    0 | 596  25.0     0    72M|   2  2.43     1  3.87     0 |   0     0 |   0     0     0    50M  203   526     0     0 
30.8%  984M  600M    0 | 468  33.2     0    56M|   4  2.50     2  4.02     0 |   0     0 |   0     0     0    46M  188   781     0     0 
37.1%  984M  587M    0 | 463  31.3     0    56M|   6  3.43     5  3.89     0 |   0     0 |   0     0     0    69M  279   639     0     0 
 104%  985M  599M    0 | 892  19.4     0   109M|   9  3.04     7  3.50     0 |   0     0 |   0     0     0    96M  388   361     0     0 
22.6%  985M  600M    0 | 313  51.3     0    37M|   3  2.18     1  4.16     0 |   0     0 |   0     0     0    36M  147   829     0     0 
28.5%  985M  585M    0 | 440  35.4     0    53M|   3  2.14     3  3.22     0 |   0     0 |   0     0     0    68M  275   688     0     0 
31.3%  985M  593M    0 | 514  32.1     0    62M|   7  2.90     5  3.57     0 |   0     0 |   0     0     0    54M  220   653     0     0 
34.3%  985M  600M    0 | 490  33.4     0    59M|   5  3.62     4  4.18     0 |   0     0 |   0     0     0    53M  213   634     0     0 
33.8%  985M  600M    0 | 483  33.7     0    58M|   8  3.06     6  3.71     0 |   0     0 |   0     0     0    57M  232   665     0     0 
31.7%  985M  597M    0 | 470  34.3     0    55M|   4  2.52     2  4.05     0 |   0     0 |   0     0     0    58M  233   657     0     0 
26.3%  986M  600M    0 | 406  34.1     0    51M|   5  3.15     4  3.69     0 |   0     0 |   0     0     0    47M  191   673     0     0 
40.4%  986M  600M    0 | 819  20.6     0   100M|  10  2.55     8  2.91     0 |   0     0 |   0     0     0   100M  407   411     0     0 
30.0%  986M  589M    0 | 396  38.9     0    47M|   3  3.25     2  4.22     0 |   0     0 |   0     0     0    58M  235   690     0     0 
30.0%  986M  600M    0 | 492  30.1     0    59M|   3  2.37     1  4.29     0 |   0     0 |   0     0     0    48M  195   644     0     0 
36.2%  986M  594M    0 | 534  34.6     0    65M|   8  2.82     5  3.80     0 |   0     0 |   0     0     0    70M  283   648     0     0 
27.2%  986M  600M    0 | 440  32.3     0    53M|   5  3.23     4  3.70     0 |   0     0 |   0     0     0    48M  194   623     0     0 
27.5%  986M  600M    0 | 476  33.8     0    57M|   7  2.69     5  3.40     0 |   0     0 |   0     0     0    57M  232   656     0     0 
27.9%  986M  600M    0 | 475  35.8     0    57M|   2  2.45     3  3.71     0 |   0     0 |   0     0     0    58M  235   652     0     0 
37.1%  986M  590M    0 | 484  33.6     0    58M|   4  2.75     2  4.10     0 |   0     0 |   0     0     0    68M  274   552     0     0 
41.3%  986M  599M    0 | 605  26.4     0    73M|   7  3.49     5  4.37     0 |   0     0 |   0     0     0    65M  261   622     0     0 
31.3%  986M  592M    0 | 419  34.1     0    50M|   5  3.13     4  3.46     0 |   0     0 |   0     0     0    56M  228   659     0     0 
30.5%  986M  600M    0 | 465  35.6     0    56M|   6  2.95     4  3.98     0 |   0     0 |   0     0     0    49M  198   645     0     0 
42.9%  986M  581M    0 | 754  22.3     0    92M|   2  2.23     1  3.34     0 |   0     0 |   0     0     0   111M  448   426     0     0 
30.3%  986M  600M    0 | 496  29.9     0    60M|   5  2.92     3  4.15     0 |   0     0 |   0     0     0    41M  167   628     0     0 
32.7%  986M  600M    0 | 449  35.4     0    54M|   5  2.76     3  3.79     0 |   0     0 |   0     0     0    54M  218   744     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
32.8%  986M  596M    0 | 437  38.9     0    53M|  10  3.12     8  3.54     0 |   0     0 |   0     0     0    57M  231   667     0     0 
41.7%  986M  600M    0 | 618  24.9     0    74M|  10  3.18     8  3.69     0 |   0     0 |   0     0     0    70M  282   507     0     0 
27.7%  986M  600M    0 | 468  33.0     0    56M|   3  2.77     2  3.70     0 |   0     0 |   0     0     0    57M  230   674     0     0 
27.2%  986M  600M    0 | 488  33.6     0    59M|   9  2.45     7  2.87     0 |   0     0 |   0     0     0    58M  237   667     0     0 
30.3%  986M  591M    0 | 394  39.0     0    47M|   4  2.81     2  4.65     0 |   0     0 |   0     0     0    56M  225   688     0     0 
30.8%  986M  600M    0 | 459  33.3     0    55M|   5  3.24     6  3.74     0 |   0     0 |   0     0     0    47M  190   661     0     0 
33.1%  986M  600M    0 | 505  32.7     0    61M|   5  2.69     3  3.81     0 |   0     0 |   0     0     0    60M  244   664     0     0 
30.3%  986M  597M    0 | 462  34.8     0    56M|   3  3.21     2  4.18     0 |   0     0 |   0     0     0    59M  237   639     0     0 
32.9%  986M  600M    0 | 608  25.0     0    74M|   7  2.51     5  3.12     0 |   0     0 |   0     0     0    71M  288   445     0     0 
27.7%  986M  596M    0 | 442  39.5     0    54M|   3  2.04     1  3.87     0 |   0     0 |   0     0     0    58M  236   729     0     0 
29.0%  986M  600M    0 | 424  33.1     0    50M|   5  2.93     3  3.89     0 |   0     0 |   0     0     0    46M  188   738     0     0 
33.4%  986M  598M    0 | 481  36.9     0    58M|   4  2.59     2  4.20     0 |   0     0 |   0     0     0    60M  242   663     0     0 
46.5%  986M  588M    0 | 621  14.3     0    76M|   9  3.25     8  3.53     0 |   0     0 |   0     0     0    85M  345   373     0     0 
25.5%  986M  594M    0 | 430  53.4     0    52M|   4  2.48     2  3.62     0 |   0     0 |   0     0     0    45M  183   891     0     0 
24.4%  986M  590M    0 | 446  32.9     0    54M|   3  1.54     1  2.71     0 |   0     0 |   0     0     0    58M  234   687     0     0 
41.3%  986M  574M    0 | 589  28.9     0    72M|   6  3.38     5  3.83     0 |   0     0 |   0     0     0    88M  353   514     0     0 
27.7%  986M  600M    0 | 462  31.2     0    56M|   2  1.06     2  3.63     0 |   0     0 |   0     0     0    30M  122   767     0     0 
31.9%  986M  596M    0 | 430  40.5     0    52M|  10  3.42     9  3.68     0 |   0     0 |   0     0     0    56M  228   779     0     0 
27.6%  986M  600M    0 | 444  33.1     0    53M|   4  2.37     2  3.56     0 |   0     0 |   0     0     0    48M  195   702     0     0 
36.4%  986M  599M    0 | 613  26.1     0    74M|  10  2.66     7  3.31     0 |   0     0 |   0     0     0    76M  307   496     0     0 
21.6%  986M  588M    0 | 298  48.1     0    35M|   6  3.26     5  3.66     0 |   0     0 |   0     0     0    45M  184   859     0     0 
30.0%  986M  600M    0 | 478  37.6     0    58M|   5  2.91     3  4.08     0 |   0     0 |   0     0     0    46M  188   727     0     0 
28.2%  986M  587M    0 | 382  35.7     0    46M|   1  1.23     0     0     0 |   0     0 |   0     0     0    58M  235   727     0     0 
52.2%  986M  600M    0 | 800  22.6     0    98M|   8  3.19     6  3.82     0 |   0     0 |   0     0     0    85M  342   341     0     0 
30.8%  986M  586M    0 | 371  37.2     0    44M|  12  3.13    10  3.53     0 |   0     0 |   0     0     0    58M  237   782     0     0 
27.9%  986M  595M    0 | 536  32.0     0    65M|   1  0.90     0     0     0 |   0     0 |   0     0     0    56M  224   632     0     0 
26.8%  986M  598M    0 | 424  37.9     0    51M|   3  2.33     1  4.89     0 |   0     0 |   0     0     0    49M  197   693     0     0 
34.4%  986M  591M    0 | 445  38.9     0    54M|   4  3.28     3  3.89     0 |   0     0 |   0     0     0    61M  244   701     0     0 
30.2%  986M  600M    0 | 455  31.2     0    55M|   4  2.44     4  3.68     0 |   0     0 |   0     0     0    46M  186   717     0     0 
31.6%  986M  597M    0 | 455  38.7     0    55M|   9  2.74     7  3.24     0 |   0     0 |   0     0     0    57M  234   683     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
26.0%  986M  595M    0 | 382  36.1     0    46M|   5  2.96     3  3.87     0 |   0     0 |   0     0     0    47M  190   755     0     0 
21.0%  986M  600M    0 | 410  43.0     0    49M|   2  1.07     0     0     0 |   0     0 |   0     0     0    46M  184   704     0     0 
33.1%  986M  596M    0 | 450  35.8     0    54M|   5  3.14     4  3.64     0 |   0     0 |   0     0     0    58M  235   725     0     0 
31.4%  987M  591M    0 | 441  36.6     0    53M|   4  2.44     2  3.84     0 |   0     0 |   0     0     0    57M  232   717     0     0 
30.5%  987M  600M    0 | 468  31.0     0    56M|   2  0.95     0     0     0 |   0     0 |   0     0     0    48M  193   654     0     0 
32.9%  987M  593M    0 | 397  39.6     0    48M|   8  3.31     7  3.61     0 |   0     0 |   0     0     0    54M  219   706     0     0 
27.8%  987M  596M    0 | 447  36.3     0    54M|   6  2.74     4  3.65     0 |   0     0 |   0     0     0    51M  205   756     0     0 
25.5%  987M  600M    0 | 428  39.6     0    51M|   5  2.92     4  3.38     0 |   0     0 |   0     0     0    48M  195   716     0     0 
33.9%  987M  586M    0 | 386  33.8     0    46M|   8  3.06     6  3.73     0 |   0     0 |   0     0     0    59M  240   713     0     0 
30.1%  987M  600M    0 | 486  38.1     0    59M|   8  2.99     6  3.63     0 |   0     0 |   0     0     0    45M  182   706     0     0 
26.6%  987M  596M    0 | 373  40.1     0    45M|   2  1.47     2  3.44     0 |   0     0 |   0     0     0    49M  198   772     0     0 
30.6%  987M  600M    0 | 486  33.4     0    59M|   5  2.82     3  4.00     0 |   0     0 |   0     0     0    54M  219   700     0     0 
23.7%  987M  600M    0 | 405  39.5     0    49M|   4  2.67     3  3.20     0 |   0     0 |   0     0     0    49M  198   721     0     0 
30.9%  987M  588M    0 | 403  35.3     0    48M|  11  3.09     9  3.55     0 |   0     0 |   0     0     0    59M  242   707     0     0 
28.2%  987M  591M    0 | 419  44.9     0    50M|   3  2.20     1  4.55     0 |   0     0 |   0     0     0    47M  190   749     0     0 
29.0%  987M  591M    0 | 429  36.7     0    54M|   2  3.01     1  4.73     0 |   0     0 |   0     0     0    54M  217   715     0     0 
29.8%  987M  600M    0 | 491  30.2     0    57M|   5  2.76     3  3.82     0 |   0     0 |   0     0     0    49M  199   702     0     0 
25.3%  987M  590M    0 | 357  37.4     0    43M|   2  2.25     1  3.48     0 |   0     0 |   0     0     0    54M  220   743     0     0 
25.9%  987M  600M    0 | 494  39.1     0    60M|  10  2.53     8  2.93     0 |   0     0 |   0     0     0    49M  193   681     0     0 
37.5%  987M  600M    0 | 565  24.5     0    68M|   6  2.70     3  3.97     0 |   0     0 |   0     0     0    68M  275   500     0     0 
31.4%  987M  592M    0 | 410  39.7     0    49M|   4  3.09     3  3.77     0 |   0     0 |   0     0     0    58M  233   779     0     0 
32.8%  987M  600M    0 | 494  35.2     0    60M|   3  2.01     1  3.97     0 |   0     0 |   0     0     0    52M  209   664     0     0 
34.4%  987M  600M    0 | 477  32.8     0    58M|   7  3.13     8  3.33     0 |   0     0 |   0     0     0    58M  235   632     0     0 
26.0%  987M  592M    0 | 407  34.0     0    49M|   7  2.44     5  3.04     0 |   0     0 |   0     0     0    56M  227   657     0     0 
29.1%  987M  588M    0 | 466  34.5     0    56M|   4  2.34     2  3.75     0 |   0     0 |   0     0     0    60M  243   673     0     0 
30.0%  987M  599M    0 | 490  33.5     0    59M|   3  2.76     2  3.59     0 |   0     0 |   0     0     0    47M  191   674     0     0 
32.7%  987M  600M    0 | 479  34.0     0    58M|   5  2.86     3  3.90     0 |   0     0 |   0     0     0    58M  234   652     0     0 
31.2%  987M  595M    0 | 449  39.2     0    54M|   9  3.26     8  3.53     0 |   0     0 |   0     0     0    59M  239   666     0     0 
30.0%  987M  591M    0 | 462  34.8     0    54M|   4  2.34     2  3.81     0 |   0     0 |   0     0     0    57M  230   684     0     0 
23.9%  987M  592M    0 | 447  31.9     0    55M|   5  1.92     2  3.04     0 |   0     0 |   0     0     0    55M  222   680     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
29.8%  987M  590M    0 | 459  31.4     0    55M|   3  2.84     2  3.65     0 |   0     0 |   0     0     0    57M  230   636     0     0 
30.3%  987M  600M    0 | 474  38.0     0    57M|   8  2.83     6  3.44     0 |   0     0 |   0     0     0    48M  194   691     0     0 
33.0%  987M  600M    0 | 463  36.0     0    56M|   6  3.48     5  3.90     0 |   0     0 |   0     0     0    56M  227   658     0     0 
32.8%  987M  600M    0 | 495  29.5     0    60M|   4  2.65     2  3.95     0 |   0     0 |   0     0     0    60M  241   657     0     0 
29.1%  987M  594M    0 | 430  40.5     0    52M|   4  2.02     2  3.44     0 |   0     0 |   0     0     0    57M  232   661     0     0 
31.1%  987M  597M    0 | 508  31.3     0    61M|   3  2.78     4  3.12     0 |   0     0 |   0     0     0    59M  237   670     0     0 
30.9%  987M  600M    0 | 437  36.1     0    52M|   8  2.71     6  3.28     0 |   0     0 |   0     0     0    49M  200   662     0     0 
37.3%  987M  590M    0 | 495  32.4     0    60M|   6  3.32     5  3.77     0 |   0     0 |   0     0     0    69M  280   624     0     0 
33.1%  987M  588M    0 | 462  31.2     0    56M|   3  1.96     1  3.39     0 |   0     0 |   0     0     0    59M  236   623     0     0 
27.5%  987M  600M    0 | 479  35.7     0    58M|   4  2.29     2  3.58     0 |   0     0 |   0     0     0    46M  186   694     0     0 
30.0%  987M  598M    0 | 484  33.5     0    58M|   4  2.25     2  3.26     0 |   0     0 |   0     0     0    60M  241   647     0     0 
32.9%  987M  600M    0 | 494  32.1     0    60M|   8  3.00     6  3.63     0 |   0     0 |   0     0     0    58M  235   655     0     0 
30.6%  987M  595M    0 | 402  37.8     0    48M|   5  3.58     4  4.12     0 |   0     0 |   0     0     0    52M  213   700     0     0 
33.2%  987M  600M    0 | 493  33.4     0    59M|   5  2.76     3  3.81     0 |   0     0 |   0     0     0    55M  221   664     0     0 
36.0%  988M  598M    0 | 471  34.3     0    57M|   6  3.00     4  4.00     0 |   0     0 |   0     0     0    58M  235   663     0     0 
35.1%  988M  595M    0 | 439  36.3     0    53M|   7  3.20     6  3.57     0 |   0     0 |   0     0     0    56M  229   659     0     0 
75.9%  988M  598M    0 |1064  13.2     0   131M|   8  2.55     6  2.99     0 |   0     0 |   0     0     0   127M  512   255     0     0 
32.9%  988M  600M    0 | 335  49.8     0    40M|   4  3.03     5  3.74     0 |   0     0 |   0     0     0    39M  157   971     0     0 
46.4%  988M  600M    0 | 492  32.6     0    59M|   6  3.13     4  4.00     0 |   0     0 |   0     0     0    59M  238   698     0     0 
40.0%  988M  588M    0 | 390  39.7     0    46M|   7  3.24     5  4.09     0 |   0     0 |   0     0     0    57M  233   647     0     0 
40.8%  988M  600M    0 | 536  31.2     0    65M|   5  2.96     3  3.88     0 |   0     0 |   0     0     0    55M  221   622     0     0 
38.2%  988M  600M    0 | 480  33.8     0    58M|   3  1.75     1  3.75     0 |   0     0 |   0     0     0    57M  231   698     0     0 
37.1%  988M  600M    0 | 467  34.5     0    56M|   5  2.82     3  3.89     0 |   0     0 |   0     0     0    57M  230   646     0     0 
43.6%  988M  600M    0 | 493  31.5     0    60M|   5  3.11     4  3.59     0 |   0     0 |   0     0     0    59M  240   613     0     0 
38.6%  988M  589M    0 | 393  34.1     0    47M|   7  2.99     5  3.72     0 |   0     0 |   0     0     0    57M  231   684     0     0 
30.1%  988M  599M    0 | 487  36.5     0    59M|   4  3.26     3  4.02     0 |   0     0 |   0     0     0    50M  202   666     0     0 
29.5%  988M  598M    0 | 460  37.1     0    55M|   2  1.01     0     0     0 |   0     0 |   0     0     0    56M  225   637     0     0 
25.4%  988M  594M    0 | 445  35.8     0    54M|   1  1.04     0     0     0 |   0     0 |   0     0     0    57M  231   701     0     0 
27.1%  988M  600M    0 | 440  30.6     0    53M|   4  2.50     2  3.72     0 |   0     0 |   0     0     0    48M  195   704     0     0 
38.3%  988M  596M    0 | 524  35.0     0    63M|   9  3.08     9  3.47     0 |   0     0 |   0     0     0    67M  271   643     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
29.5%  988M  600M    0 | 426  33.2     0    51M|   9  2.96     7  3.42     0 |   0     0 |   0     0     0    47M  190   649     0     0 
29.8%  988M  600M    0 | 485  33.7     0    58M|   7  2.77     5  3.47     0 |   0     0 |   0     0     0    59M  238   675     0     0 
26.0%  988M  593M    0 | 425  40.7     0    51M|   6  2.46     5  2.73     0 |   0     0 |   0     0     0    58M  234   677     0     0 
25.8%  988M  600M    0 | 525  28.8     0    63M|   5  2.10     3  2.95     0 |   0     0 |   0     0     0    57M  232   657     0     0 
29.6%  988M  589M    0 | 399  38.5     0    48M|   6  2.93     4  3.82     0 |   0     0 |   0     0     0    58M  234   662     0     0 
29.8%  988M  600M    0 | 481  33.7     0    58M|   3  3.10     2  4.00     0 |   0     0 |   0     0     0    47M  191   704     0     0 
31.2%  989M  598M    0 | 450  37.5     0    54M|   5  2.98     3  4.13     0 |   0     0 |   0     0     0    56M  226   688     0     0 
28.8%  989M  600M    0 | 476  31.7     0    57M|   8  3.05     7  3.30     0 |   0     0 |   0     0     0    56M  227   647     0     0 
42.6%  990M  594M    0 | 449  33.5     0    54M|   6  2.60     4  3.41     0 |   0     0 |   0     0     0    60M  242   673     0     0 
27.4%  990M  600M    0 | 454  35.7     0    55M|   3  1.95     1  3.91     0 |   0     0 |   0     0     0    49M  197   691     0     0 
33.6%  990M  600M    0 | 471  34.2     0    57M|   2  1.69     0     0     0 |   0     0 |   0     0     0    57M  231   639     0     0 
35.6%  990M  600M    0 | 494  34.6     0    60M|   8  2.96     8  3.50     0 |   0     0 |   0     0     0    59M  240   639     0     0 
36.7%  990M  589M    0 | 510  26.9     0    62M|   8  3.02     7  3.28     0 |   0     0 |   0     0     0    72M  291   544     0     0 
26.3%  990M  588M    0 | 473  33.3     0    57M|   4  1.99     2  3.11     0 |   0     0 |   0     0     0    57M  232   685     0     0 
23.4%  990M  600M    0 | 483  34.8     0    58M|   3  1.69     1  2.58     0 |   0     0 |   0     0     0    47M  189   660     0     0 
33.4%  990M  600M    0 | 499  34.5     0    60M|   3  3.09     2  4.04     0 |   0     0 |   0     0     0    61M  247   656     0     0 
32.1%  990M  600M    0 | 466  31.0     0    56M|   6  2.93     4  3.72     0 |   0     0 |   0     0     0    56M  228   618     0     0 
35.2%  990M  600M    0 | 489  34.3     0    59M|   8  3.39     7  3.70     0 |   0     0 |   0     0     0    58M  236   678     0     0 
30.0%  990M  600M    0 | 484  33.8     0    58M|   6  2.58     4  3.36     0 |   0     0 |   0     0     0    59M  237   649     0     0 
42.7%  990M  600M    0 | 758  21.1     0    93M|   7  2.16     5  2.68     0 |   0     0 |   0     0     0    92M  371   353     0     0 
24.4%  990M  588M    0 | 342  43.1     0    41M|   5  2.76     4  3.15     0 |   0     0 |   0     0     0    52M  211   834     0     0 
34.1%  990M  588M    0 | 482  31.4     0    58M|   6  2.52     3  3.72     0 |   0     0 |   0     0     0    59M  237   657     0     0 
32.4%  990M  600M    0 | 502  34.3     0    61M|   6  3.05     4  4.05     0 |   0     0 |   0     0     0    48M  194   654     0     0 
45.4%  990M  600M    0 | 654  25.2     0    80M|   6  3.38     7  3.57     0 |   0     0 |   0     0     0    80M  320   390     0     0 
27.8%  990M  600M    0 | 473  34.2     0    57M|   5  2.32     3  3.27     0 |   0     0 |   0     0     0    58M  235   793     0     0 
24.7%  990M  600M    0 | 457  34.9     0    55M|   5  2.45     4  2.81     0 |   0     0 |   0     0     0    55M  223   643     0     0 
35.3%  990M  571M    0 | 455  35.0     0    55M|   6  2.77     4  3.53     0 |   0     0 |   0     0     0    86M  346   538     0     0 
29.0%  990M  600M    0 | 546  26.7     0    66M|   2  2.75     1  4.32     0 |   0     0 |   0     0     0    35M  143   714     0     0 
34.9%  990M  600M    0 | 471  35.3     0    57M|   6  3.14     4  4.11     0 |   0     0 |   0     0     0    57M  232   707     0     0 
31.6%  990M  600M    0 | 485  33.4     0    58M|   3  1.80     1  3.80     0 |   0     0 |   0     0     0    58M  235   662     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
47.1%  990M  583M    0 | 786  20.7     0    96M|   8  2.93     7  3.20     0 |   0     0 |   0     0     0   113M  453   359     0     0 
25.7%  990M  600M    0 | 484  30.4     0    58M|   5  1.82     2  2.78     0 |   0     0 |   0     0     0    42M  170   637     0     0 
31.6%  990M  596M    0 | 447  38.5     0    54M|   3  2.90     2  3.73     0 |   0     0 |   0     0     0    58M  235   737     0     0 
32.5%  990M  591M    0 | 449  35.4     0    54M|   8  2.85     6  3.46     0 |   0     0 |   0     0     0    58M  236   650     0     0 
31.3%  990M  596M    0 | 454  32.3     0    55M|   4  2.47     2  3.93     0 |   0     0 |   0     0     0    54M  220   699     0     0 
27.9%  990M  587M    0 | 410  36.9     0    49M|   4  2.68     5  3.06     0 |   0     0 |   0     0     0    53M  215   692     0     0 
27.7%  990M  600M    0 | 550  31.6     0    67M|  10  2.71     8  3.17     0 |   0     0 |   0     0     0    54M  219   612     0     0 
27.1%  990M  600M    0 | 437  34.0     0    53M|   7  2.83     6  3.09     0 |   0     0 |   0     0     0    52M  212   691     0     0 
33.4%  990M  599M    0 | 481  36.3     0    58M|   5  2.83     3  3.91     0 |   0     0 |   0     0     0    59M  237   689     0     0 
30.3%  990M  596M    0 | 448  35.5     0    54M|   4  2.44     2  3.73     0 |   0     0 |   0     0     0    57M  229   643     0     0 
31.0%  990M  590M    0 | 442  35.9     0    53M|   2  2.37     1  3.51     0 |   0     0 |   0     0     0    59M  239   661     0     0 
31.0%  990M  597M    0 | 547  26.9     0    66M|   9  2.57     6  3.22     0 |   0     0 |   0     0     0    59M  239   640     0     0 
24.2%  990M  593M    0 | 414  38.8     0    50M|   5  2.82     4  3.30     0 |   0     0 |   0     0     0    50M  206   666     0     0 
31.2%  990M  600M    0 | 480  33.8     0    58M|   4  2.60     2  4.05     0 |   0     0 |   0     0     0    55M  220   662     0     0 
32.9%  990M  600M    0 | 482  33.8     0    58M|   5  2.64     3  3.68     0 |   0     0 |   0     0     0    58M  236   662     0     0 
52.2%  990M  600M    0 | 773  19.3     0    95M|   7  3.47     6  3.81     0 |   0     0 |   0     0     0    95M  381   375     0     0 
27.2%  990M  592M    0 | 361  44.8     0    43M|   4  2.36     2  3.63     0 |   0     0 |   0     0     0    52M  205   773     0     0 
27.6%  990M  600M    0 | 488  30.9     0    59M|   5  2.57     6  2.72     0 |   0     0 |   0     0     0    49M  204   687     0     0 
29.5%  990M  600M    0 | 483  36.5     0    58M|   6  2.46     4  3.16     0 |   0     0 |   0     0     0    59M  236   649     0     0 
31.8%  990M  597M    0 | 466  34.7     0    56M|   4  2.43     2  4.02     0 |   0     0 |   0     0     0    59M  237   688     0     0 
30.3%  990M  590M    0 | 418  38.1     0    50M|   4  3.06     3  3.75     0 |   0     0 |   0     0     0    57M  231   669     0     0 
33.0%  990M  591M    0 | 474  30.1     0    57M|   8  2.70     5  3.60     0 |   0     0 |   0     0     0    56M  228   652     0     0 
30.1%  990M  586M    0 | 439  33.7     0    53M|   6  2.97     5  3.42     0 |   0     0 |   0     0     0    59M  237   641     0     0 
26.1%  990M  592M    0 | 503  36.6     0    61M|   7  2.07     5  2.56     0 |   0     0 |   0     0     0    54M  220   660     0     0 
29.3%  990M  588M    0 | 452  32.4     0    54M|   5  2.57     3  3.47     0 |   0     0 |   0     0     0    57M  232   658     0     0 
34.0%  990M  595M    0 | 519  33.7     0    63M|   6  3.17     5  3.53     0 |   0     0 |   0     0     0    57M  231   656     0     0 
27.6%  990M  599M    0 | 431  36.7     0    52M|   4  2.49     2  3.86     0 |   0     0 |   0     0     0    47M  191   674     0     0 
30.8%  990M  596M    0 | 460  34.8     0    55M|   5  3.17     4  3.69     0 |   0     0 |   0     0     0    58M  235   710     0     0 
25.4%  990M  600M    0 | 427  34.8     0    51M|   7  2.74     5  3.40     0 |   0     0 |   0     0     0    48M  194   671     0     0 
29.1%  990M  587M    0 | 477  32.9     0    57M|   4  2.07     4  3.03     0 |   0     0 |   0     0     0    70M  283   653     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
34.4%  990M  589M    0 | 500  34.0     0    60M|   7  3.05     5  3.87     0 |   0     0 |   0     0     0    58M  236   603     0     0 
29.4%  990M  600M    0 | 457  31.9     0    55M|   4  2.61     2  3.57     0 |   0     0 |   0     0     0    45M  183   672     0     0 
34.8%  990M  598M    0 | 480  31.6     0    58M|   4  2.43     2  3.73     0 |   0     0 |   0     0     0    61M  252   643     0     0 
31.2%  990M  600M    0 | 484  35.1     0    58M|   5  2.93     4  3.35     0 |   0     0 |   0     0     0    55M  217   658     0     0 
28.9%  990M  597M    0 | 457  37.5     0    55M|   4  2.21     2  3.54     0 |   0     0 |   0     0     0    58M  234   677     0     0 
28.7%  990M  595M    0 | 453  35.1     0    54M|   6  2.97     5  3.36     0 |   0     0 |   0     0     0    55M  225   687     0     0 
33.9%  990M  589M    0 | 452  35.3     0    54M|   5  2.73     3  3.76     0 |   0     0 |   0     0     0    60M  241   657     0     0 
34.8%  990M  589M    0 | 482  33.1     0    58M|   3  3.08     2  4.03     0 |   0     0 |   0     0     0    58M  236   650     0     0 
32.0%  990M  600M    0 | 467  29.5     0    57M|   7  2.82     5  3.50     0 |   0     0 |   0     0     0    46M  189   644     0     0 
31.7%  990M  600M    0 | 481  35.2     0    58M|   4  2.26     2  3.72     0 |   0     0 |   0     0     0    58M  233   661     0     0 
25.8%  990M  593M    0 | 427  39.8     0    51M|   7  2.42     6  2.66     0 |   0     0 |   0     0     0    58M  235   675     0     0 
33.2%  990M  600M    0 | 516  29.0     0    62M|   8  2.49     7  3.17     0 |   0     0 |   0     0     0    56M  225   640     0     0 
32.1%  990M  600M    0 | 475  34.2     0    57M|   4  2.95     3  3.57     0 |   0     0 |   0     0     0    58M  232   662     0     0 
32.2%  990M  600M    0 | 473  34.9     0    57M|   7  3.00     5  3.75     0 |   0     0 |   0     0     0    57M  231   669     0     0 
31.5%  990M  600M    0 | 469  33.7     0    56M|   5  2.70     3  3.80     0 |   0     0 |   0     0     0    57M  228   627     0     0 
